artist_id,tag_id,tag_name,total_post_count,target_post_count,avg_score,avg_fav_count
305090,1829350,wabimochi,101,5,148.8,144.4
208072,1581729,chilakkk,144,3,148.6666666666666667,144
162291,1456455,luminyu,340,102,148.4607843137254902,168.5784313725490196
231368,1649532,eufoniuz,230,101,148.396039603960396,145.9603960396039604
111420,1256175,cirenk,357,8,148.375,143.625
120902,1335201,bluefield,403,85,148.3058823529411765,249.3176470588235294
121958,1322281,blue_gk,299,39,148.1794871794871795,213.4615384615384615
64667,618442,eredhen,257,3,148,158.3333333333333333
272083,1776910,satelyte,104,10,147.9,142.6
176396,1594084,k0ng,242,49,147.5918367346938776,173.9183673469387755
145759,1400256,crystal_shoujo,146,5,147,176.4
187908,1946937,kasumi_saika,178,1,147,143
194480,1544855,koubou_(cowbow_kun),147,1,147,142
210689,1589256,emor18_shikeko,103,24,146.875,145.6666666666666667
113194,1685373,twin_(tt_lsh),445,101,146.7920792079207921,147.5247524752475248
154906,1430426,teriibol,115,50,146.44,167.02
169014,1474969,rezodwel,214,80,146.4,187.8375
158663,1443678,pumpkinspicelatte,329,140,146.3571428571428571,146.4
119614,1315759,harenchi,157,3,146.3333333333333333,145.3333333333333333
103166,1259601,inkerton-kun,310,12,146.25,143.3333333333333333
5148,1856380,saltydanshark,142,54,146.2222222222222222,199.7777777777777778
173871,1486800,xlyami,101,2,146,142
141686,1433721,tem10,386,38,145.8684210526315789,241.0263157894736842
305371,1809216,blushyspicy,476,22,145.8636363636363636,230.3636363636363636
101480,1775936,danimaru,255,20,145.8,159.65
147169,1403857,rama_(yu-light8),243,7,145.7142857142857143,145.2857142857142857
185111,1518096,zaphn,503,46,145.5434782608695652,160.9782608695652174
51507,1646717,zen33n,511,314,145.3885350318471338,222.4076433121019108
166680,1469075,chen_yang_yang,113,4,145.25,140.75
125653,1338423,jovejun,210,16,145.1875,204.125
169164,1475269,take_(trude1945oneetyan),322,108,145.0648148148148148,173.462962962962963
